code;object;action;start_time;end_time;duration;object_group;warning; ; 
1678273456_383378;pen_popup;open;63,49839;64,82128;1,32289;pen;popup;;
1678273456_383378;interactablepen;hover;65,39048;65,62726;0,23678;pen;popup;;
1678273456_383378;interactablepen;select;65,62726;69,69762;4,07036;pen;popup;;
1678273456_383378;monitor;hover;70,57161;70,94698;0,37537;;no_warning;;
1678273456_383378;monitor;hover;74,94579;76,59756;1,65177;;no_warning;;
1678273456_383378;monitor;select;76,59756;76,62537;0,02781;;no_warning;;
1678273456_383378;monitor;hover;77,4024;77,52737;0,12497;;no_warning;;
1678273456_383378;monitor;hover;77,61006;77,76347;0,15341;;no_warning;;
1678273456_383378;monitorpin;beginhighlight;77,9022;84,81711;6,91491;;no_warning;;
1678273456_383378;microphone;hover;89,87066;89,95457;0,08391;;no_warning;;
1678273456_383378;microphone;select;89,95457;90,23174;0,27717;;no_warning;;
1678273456_383378;easel;hover;94,09084;94,32717;0,23633;;no_warning;;
1678273456_383378;easel;hover;94,54881;97,50681;2,958;;no_warning;;
1678273456_383378;easel;select;97,50681;97,52396;0,01715;;no_warning;;
1678273456_383378;blackboardpin;beginhighlight;97,97806;103,3101;5,33204;;no_warning;;
1678273456_383378;frame;hover;105,7956;107,1562;1,3606;frame;no_warning;;
1678273456_383378;frame;select;107,1562;107,1839;0,0277;frame;no_warning;;
1678273456_383378;framepin;entering_pin_time;107,6686;113,8621;6,1935;frame;no_warning;;
